Time	I_L	I_load	Ic	Id	I_mos	Vout	V_MOS	Vo_filt	V_drive	Vd	Vc
0.0115758	8.31281	3.99709	4.31572	8.31281	2.14011e-006	19.9832	21.4011	0.407592	0	1.41565	19.3381
0.0115759	8.30896	3.99753	4.31142	8.30896	2.14031e-006	19.9854	21.4031	0.409494	0	1.41546	19.341
0.011576	8.30511	3.99798	4.30713	8.30511	2.14052e-006	19.9877	21.4052	0.411392	0	1.41526	19.3438
0.0115761	8.30126	3.99843	4.30283	8.30125	2.14072e-006	19.9899	21.4072	0.413284	0	1.41507	19.3467
0.0115762	8.2974	3.99887	4.29853	8.2974	2.14092e-006	19.9921	21.4092	0.415172	0	1.41488	19.3496
0.0115763	8.29355	3.99931	4.29423	8.29355	2.14113e-006	19.9944	21.4113	0.417056	0	1.41469	19.3524
0.0115764	8.2897	3.99976	4.28994	8.28969	2.14133e-006	19.9966	21.4133	0.418934	0	1.41449	19.3553
0.0115765	8.28584	4.0002	4.28564	8.28584	2.14153e-006	19.9988	21.4153	0.420808	0	1.4143	19.3582
0.0115766	8.28198	4.00064	4.28134	8.28198	2.14173e-006	20.001	21.4173	0.422678	0	1.41411	19.361
0.0115767	8.27813	4.00108	4.27704	8.27813	2.14193e-006	20.0032	21.4193	0.424542	0	1.41391	19.3639
0.0115768	8.27427	4.00153	4.27274	8.27427	2.14214e-006	20.0054	21.4214	0.426402	0	1.41372	19.3667
0.0115769	8.27041	4.00197	4.26844	8.27041	2.14234e-006	20.0076	21.4234	0.428257	0	1.41353	19.3696
0.011577	8.26655	4.00241	4.26415	8.26655	2.14254e-006	20.0098	21.4254	0.430108	0	1.41334	19.3724
0.0115771	8.26269	4.00284	4.25985	8.26269	2.14274e-006	20.012	21.4274	0.431953	0	1.41314	19.3752
0.0115772	8.25883	4.00328	4.25555	8.25883	2.14294e-006	20.0142	21.4294	0.433794	0	1.41295	19.3781
0.0115773	8.25497	4.00372	4.25125	8.25497	2.14314e-006	20.0164	21.4314	0.435631	0	1.41276	19.3809
0.0115774	8.25111	4.00416	4.24695	8.25111	2.14334e-006	20.0186	21.4334	0.437462	0	1.41256	19.3838
0.0115775	8.24725	4.0046	4.24265	8.24724	2.14354e-006	20.0208	21.4354	0.43929	0	1.41237	19.3866
0.0115776	8.24338	4.00503	4.23835	8.24338	2.14373e-006	20.023	21.4373	0.441112	0	1.41218	19.3894
0.0115777	8.23952	4.00547	4.23405	8.23952	2.14393e-006	20.0252	21.4393	0.44293	0	1.41198	19.3922
0.0115778	8.23565	4.0059	4.22975	8.23565	2.14413e-006	20.0273	21.4413	0.444743	0	1.41179	19.3951
0.0115779	8.23179	4.00634	4.22545	8.23179	2.14433e-006	20.0295	21.4433	0.446551	0	1.4116	19.3979
0.011578	8.22792	4.00677	4.22115	8.22792	2.14453e-006	20.0317	21.4453	0.448355	0	1.4114	19.4007
0.0115781	8.22405	4.00721	4.21685	8.22405	2.14472e-006	20.0339	21.4472	0.450154	0	1.41121	19.4035
0.0115782	8.22019	4.00764	4.21254	8.22018	2.14492e-006	20.036	21.4492	0.451948	0	1.41102	19.4063
0.0115783	8.21632	4.00807	4.20824	8.21631	2.14512e-006	20.0382	21.4512	0.453738	0	1.41082	19.4091
0.0115784	8.21245	4.0085	4.20394	8.21244	2.14531e-006	20.0404	21.4531	0.455523	0	1.41063	19.4119
0.0115785	8.20858	4.00893	4.19964	8.20857	2.14551e-006	20.0425	21.4551	0.457304	0	1.41044	19.4147
0.0115786	8.20471	4.00936	4.19534	8.2047	2.14571e-006	20.0447	21.4571	0.459079	0	1.41024	19.4175
0.0115787	8.20083	4.00979	4.19104	8.20083	2.1459e-006	20.0468	21.459	0.460851	0	1.41005	19.4203
0.0115788	8.19696	4.01022	4.18674	8.19696	2.1461e-006	20.049	21.461	0.462617	0	1.40986	19.4231
0.0115789	8.19309	4.01065	4.18243	8.19309	2.14629e-006	20.0511	21.4629	0.464379	0	1.40966	19.4259
0.011579	8.18921	4.01108	4.17813	8.18921	2.14649e-006	20.0533	21.4649	0.466137	0	1.40947	19.4287
0.0115791	8.18534	4.01151	4.17383	8.18534	2.14668e-006	20.0554	21.4668	0.467889	0	1.40928	19.4315
0.0115792	8.18146	4.01194	4.16953	8.18146	2.14688e-006	20.0575	21.4688	0.469637	0	1.40908	19.4343
0.0115793	8.17759	4.01236	4.16522	8.17759	2.14707e-006	20.0597	21.4707	0.471381	0	1.40889	19.437
0.0115794	8.17371	4.01279	4.16092	8.17371	2.14726e-006	20.0618	21.4726	0.47312	0	1.40869	19.4398
0.0115795	8.16983	4.01321	4.15662	8.16983	2.14746e-006	20.0639	21.4746	0.474854	0	1.4085	19.4426
0.0115796	8.16595	4.01364	4.15231	8.16595	2.14765e-006	20.0661	21.4765	0.476584	0	1.40831	19.4453
0.0115797	8.16208	4.01406	4.14801	8.16207	2.14784e-006	20.0682	21.4784	0.478309	0	1.40811	19.4481
0.0115798	8.1582	4.01449	4.14371	8.15819	2.14804e-006	20.0703	21.4804	0.480029	0	1.40792	19.4509
0.0115799	8.15431	4.01491	4.1394	8.15431	2.14823e-006	20.0724	21.4823	0.481745	0	1.40772	19.4536
0.01158	8.15043	4.01533	4.1351	8.15043	2.14842e-006	20.0746	21.4842	0.483457	0	1.40753	19.4564
0.0115801	8.14655	4.01575	4.13079	8.14655	2.14861e-006	20.0767	21.4861	0.485163	0	1.40734	19.4592
0.0115802	8.14267	4.01618	4.12649	8.14267	2.1488e-006	20.0788	21.488	0.486865	0	1.40714	19.4619
0.0115803	8.13879	4.0166	4.12219	8.13878	2.14899e-006	20.0809	21.4899	0.488563	0	1.40695	19.4647
0.0115804	8.1349	4.01702	4.11788	8.1349	2.14918e-006	20.083	21.4918	0.490256	0	1.40675	19.4674
0.0115805	8.13102	4.01744	4.11358	8.13101	2.14937e-006	20.0851	21.4937	0.491944	0	1.40656	19.4701
0.0115806	8.12713	4.01786	4.10927	8.12713	2.14956e-006	20.0872	21.4956	0.493628	0	1.40636	19.4729
0.0115807	8.12324	4.01827	4.10497	8.12324	2.14975e-006	20.0893	21.4975	0.495307	0	1.40617	19.4756
0.0115808	8.11936	4.01869	4.10066	8.11935	2.14994e-006	20.0914	21.4994	0.496982	0	1.40598	19.4784
0.0115809	8.11547	4.01911	4.09636	8.11547	2.15013e-006	20.0935	21.5013	0.498652	0	1.40578	19.4811
0.011581	8.11158	4.01953	4.09205	8.11158	2.15032e-006	20.0955	21.5032	0.500318	0	1.40559	19.4838
0.0115811	8.10769	4.01994	4.08775	8.10769	2.15051e-006	20.0976	21.5051	0.501979	0	1.40539	19.4865
0.0115812	8.1038	4.02036	4.08344	8.1038	2.1507e-006	20.0997	21.507	0.503636	0	1.4052	19.4893
0.0115813	8.09991	4.02077	4.07914	8.09991	2.15089e-006	20.1018	21.5089	0.505288	0	1.405	19.492
0.0115814	8.09602	4.02119	4.07483	8.09602	2.15107e-006	20.1039	21.5107	0.506935	0	1.40481	19.4947
0.0115815	8.09213	4.0216	4.07052	8.09212	2.15126e-006	20.1059	21.5126	0.508578	0	1.40461	19.4974
0.0115816	8.08823	4.02201	4.06622	8.08823	2.15145e-006	20.108	21.5145	0.510216	0	1.40442	19.5001
0.0115817	8.08434	4.02243	4.06191	8.08434	2.15164e-006	20.1101	21.5164	0.51185	0	1.40422	19.5028
0.0115818	8.08045	4.02284	4.05761	8.08044	2.15182e-006	20.1121	21.5182	0.513479	0	1.40403	19.5056
0.0115819	8.07655	4.02325	4.0533	8.07655	2.15201e-006	20.1142	21.5201	0.515104	0	1.40384	19.5083
0.011582	8.07266	4.02366	4.04899	8.07265	2.1522e-006	20.1163	21.522	0.516724	0	1.40364	19.511
0.0115821	8.06876	4.02407	4.04469	8.06876	2.15238e-006	20.1183	21.5238	0.51834	0	1.40345	19.5137
0.0115822	8.06486	4.02448	4.04038	8.06486	2.15257e-006	20.1204	21.5257	0.519951	0	1.40325	19.5164
0.0115823	8.06096	4.02489	4.03607	8.06096	2.15275e-006	20.1224	21.5275	0.521558	0	1.40306	19.519
0.0115824	8.05707	4.0253	4.03176	8.05706	2.15294e-006	20.1245	21.5294	0.52316	0	1.40286	19.5217
0.0115825	8.05317	4.02571	4.02746	8.05317	2.15312e-006	20.1265	21.5312	0.524758	0	1.40267	19.5244
0.0115826	8.04927	4.02612	4.02315	8.04927	2.15331e-006	20.1285	21.5331	0.526351	0	1.40247	19.5271
0.0115827	8.04537	4.02652	4.01884	8.04536	2.15349e-006	20.1306	21.5349	0.52794	0	1.40228	19.5298
0.0115828	8.04147	4.02693	4.01454	8.04146	2.15367e-006	20.1326	21.5367	0.529524	0	1.40208	19.5325
0.0115829	8.03756	4.02733	4.01023	8.03756	2.15386e-006	20.1346	21.5386	0.531104	0	1.40189	19.5351
0.011583	8.03366	4.02774	4.00592	8.03366	2.15404e-006	20.1367	21.5404	0.532679	0	1.40169	19.5378
0.0115831	8.02976	4.02814	4.00161	8.02976	2.15422e-006	20.1387	21.5422	0.53425	0	1.4015	19.5405
0.0115832	8.02585	4.02855	3.9973	8.02585	2.1544e-006	20.1407	21.544	0.535816	0	1.4013	19.5431
0.0115833	8.02195	4.02895	3.993	8.02195	2.15459e-006	20.1427	21.5459	0.537378	0	1.40111	19.5458
0.0115834	8.01804	4.02935	3.98869	8.01804	2.15477e-006	20.1448	21.5477	0.538936	0	1.40091	19.5485
0.0115835	8.01414	4.02976	3.98438	8.01414	2.15495e-006	20.1468	21.5495	0.540488	0	1.40071	19.5511
0.0115836	8.01023	4.03016	3.98007	8.01023	2.15513e-006	20.1488	21.5513	0.542037	0	1.40052	19.5538
0.0115837	8.00632	4.03056	3.97576	8.00632	2.15531e-006	20.1508	21.5531	0.543581	0	1.40032	19.5564
0.0115838	8.00242	4.03096	3.97145	8.00241	2.15549e-006	20.1528	21.5549	0.54512	0	1.40013	19.5591
0.0115839	7.99851	4.03136	3.96715	7.99851	2.15567e-006	20.1548	21.5567	0.546655	0	1.39993	19.5617
0.011584	7.9946	4.03176	3.96284	7.9946	2.15585e-006	20.1568	21.5585	0.548186	0	1.39974	19.5644
0.0115841	7.99069	4.03216	3.95853	7.99069	2.15603e-006	20.1588	21.5603	0.549712	0	1.39954	19.567
0.0115842	7.98678	4.03256	3.95422	7.98677	2.15621e-006	20.1608	21.5621	0.551234	0	1.39935	19.5696
0.0115843	7.98287	4.03295	3.94991	7.98286	2.15639e-006	20.1628	21.5639	0.552751	0	1.39915	19.5723
0.0115844	7.97895	4.03335	3.9456	7.97895	2.15657e-006	20.1648	21.5657	0.554264	0	1.39896	19.5749
0.0115845	7.97504	4.03375	3.94129	7.97504	2.15675e-006	20.1668	21.5675	0.555772	0	1.39876	19.5775
0.0115846	7.97113	4.03414	3.93698	7.97112	2.15693e-006	20.1687	21.5693	0.557276	0	1.39856	19.5802
0.0115847	7.96721	4.03454	3.93267	7.96721	2.15711e-006	20.1707	21.5711	0.558776	0	1.39837	19.5828
0.0115848	7.9633	4.03493	3.92836	7.9633	2.15728e-006	20.1727	21.5728	0.560271	0	1.39817	19.5854
0.0115849	7.95938	4.03533	3.92405	7.95938	2.15746e-006	20.1747	21.5746	0.561761	0	1.39798	19.588
0.011585	7.95547	4.03572	3.91974	7.95546	2.15764e-006	20.1766	21.5764	0.563248	0	1.39778	19.5906
0.0115851	7.95155	4.03611	3.91543	7.95155	2.15782e-006	20.1786	21.5782	0.56473	0	1.39759	19.5933
0.0115852	7.94763	4.03651	3.91112	7.94763	2.15799e-006	20.1806	21.5799	0.566207	0	1.39739	19.5959
0.0115853	7.94371	4.0369	3.90681	7.94371	2.15817e-006	20.1825	21.5817	0.56768	0	1.39719	19.5985
0.0115854	7.9398	4.03729	3.9025	7.93979	2.15835e-006	20.1845	21.5835	0.569149	0	1.397	19.6011
0.0115855	7.93588	4.03768	3.89819	7.93587	2.15852e-006	20.1865	21.5852	0.570613	0	1.3968	19.6037
0.0115856	7.93196	4.03807	3.89388	7.93195	2.1587e-006	20.1884	21.587	0.572073	0	1.39661	19.6063
0.0115857	7.92803	4.03846	3.88957	7.92803	2.15887e-006	20.1904	21.5887	0.573528	0	1.39641	19.6089
0.0115858	7.92411	4.03885	3.88526	7.92411	2.15905e-006	20.1923	21.5905	0.574979	0	1.39621	19.6115
0.0115859	7.92019	4.03924	3.88095	7.92019	2.15922e-006	20.1943	21.5922	0.576426	0	1.39602	19.614
0.011586	7.91627	4.03963	3.87664	7.91627	2.1594e-006	20.1962	21.594	0.577868	0	1.39582	19.6166
0.0115861	7.91235	4.04001	3.87233	7.91234	2.15957e-006	20.1981	21.5957	0.579306	0	1.39563	19.6192
0.0115862	7.90842	4.0404	3.86802	7.90842	2.15974e-006	20.2001	21.5974	0.58074	0	1.39543	19.6218
0.0115863	7.9045	4.04079	3.86371	7.90449	2.15992e-006	20.202	21.5992	0.582169	0	1.39523	19.6244
0.0115864	7.90057	4.04117	3.8594	7.90057	2.16009e-006	20.2039	21.6009	0.583594	0	1.39504	19.6269
0.0115865	7.89665	4.04156	3.85509	7.89664	2.16026e-006	20.2059	21.6026	0.585014	0	1.39484	19.6295
0.0115866	7.89272	4.04194	3.85078	7.89272	2.16044e-006	20.2078	21.6044	0.58643	0	1.39464	19.6321
0.0115867	7.88879	4.04232	3.84646	7.88879	2.16061e-006	20.2097	21.6061	0.587842	0	1.39445	19.6347
0.0115868	7.88486	4.04271	3.84215	7.88486	2.16078e-006	20.2116	21.6078	0.589249	0	1.39425	19.6372
0.0115869	7.88093	4.04309	3.83784	7.88093	2.16095e-006	20.2135	21.6095	0.590652	0	1.39405	19.6398
0.011587	7.87701	4.04347	3.83353	7.877	2.16112e-006	20.2155	21.6112	0.592051	0	1.39386	19.6423
0.0115871	7.87308	4.04385	3.82922	7.87307	2.16129e-006	20.2174	21.6129	0.593445	0	1.39366	19.6449
0.0115872	7.86914	4.04424	3.82491	7.86914	2.16146e-006	20.2193	21.6146	0.594835	0	1.39346	19.6474
0.0115873	7.86521	4.04462	3.8206	7.86521	2.16164e-006	20.2212	21.6164	0.596221	0	1.39327	19.65
0.0115874	7.86128	4.045	3.81628	7.86128	2.16181e-006	20.2231	21.6181	0.597602	0	1.39307	19.6525
0.0115875	7.85735	4.04537	3.81197	7.85735	2.16198e-006	20.225	21.6198	0.598979	0	1.39288	19.6551
0.0115876	7.85342	4.04575	3.80766	7.85341	2.16214e-006	20.2269	21.6214	0.600352	0	1.39268	19.6576
0.0115877	7.84948	4.04613	3.80335	7.84948	2.16231e-006	20.2288	21.6231	0.60172	0	1.39248	19.6602
0.0115878	7.84555	4.04651	3.79904	7.84555	2.16248e-006	20.2307	21.6248	0.603084	0	1.39229	19.6627
0.0115879	7.84161	4.04689	3.79473	7.84161	2.16265e-006	20.2325	21.6265	0.604444	0	1.39209	19.6652
0.011588	7.83768	4.04726	3.79041	7.83768	2.16282e-006	20.2344	21.6282	0.605799	0	1.39189	19.6677
0.0115881	7.83374	4.04764	3.7861	7.83374	2.16299e-006	20.2363	21.6299	0.60715	0	1.39169	19.6703
0.0115882	7.8298	4.04801	3.78179	7.8298	2.16316e-006	20.2382	21.6316	0.608497	0	1.3915	19.6728
0.0115883	7.82587	4.04839	3.77748	7.82586	2.16332e-006	20.2401	21.6332	0.609839	0	1.3913	19.6753
0.0115884	7.82193	4.04876	3.77317	7.82193	2.16349e-006	20.2419	21.6349	0.611177	0	1.3911	19.6778
0.0115885	7.81799	4.04913	3.76885	7.81799	2.16366e-006	20.2438	21.6366	0.612511	0	1.39091	19.6803
0.0115886	7.81405	4.04951	3.76454	7.81405	2.16383e-006	20.2457	21.6383	0.61384	0	1.39071	19.6829
0.0115887	7.81011	4.04988	3.76023	7.81011	2.16399e-006	20.2475	21.6399	0.615166	0	1.39051	19.6854
0.0115888	7.80617	4.05025	3.75592	7.80617	2.16416e-006	20.2494	21.6416	0.616487	0	1.39032	19.6879
0.0115889	7.80223	4.05062	3.7516	7.80223	2.16432e-006	20.2513	21.6432	0.617803	0	1.39012	19.6904
0.011589	7.79829	4.05099	3.74729	7.79828	2.16449e-006	20.2531	21.6449	0.619116	0	1.38992	19.6929
0.0115891	7.79434	4.05136	3.74298	7.79434	2.16465e-006	20.255	21.6465	0.620424	0	1.38972	19.6954
0.0115892	7.7904	4.05173	3.73867	7.7904	2.16482e-006	20.2568	21.6482	0.621728	0	1.38953	19.6979
0.0115893	7.78646	4.0521	3.73435	7.78646	2.16498e-006	20.2587	21.6498	0.623027	0	1.38933	19.7004
0.0115894	7.78251	4.05247	3.73004	7.78251	2.16515e-006	20.2605	21.6515	0.624322	0	1.38913	19.7028
0.0115895	7.77857	4.05284	3.72573	7.77857	2.16531e-006	20.2624	21.6531	0.625614	0	1.38894	19.7053
0.0115896	7.77462	4.0532	3.72142	7.77462	2.16548e-006	20.2642	21.6548	0.6269	0	1.38874	19.7078
0.0115897	7.77068	4.05357	3.7171	7.77067	2.16564e-006	20.266	21.6564	0.628183	0	1.38854	19.7103
0.0115898	7.76673	4.05394	3.71279	7.76673	2.1658e-006	20.2679	21.658	0.629461	0	1.38834	19.7128
0.0115899	7.76278	4.0543	3.70848	7.76278	2.16597e-006	20.2697	21.6597	0.630735	0	1.38815	19.7152
0.01159	7.75883	4.05467	3.70417	7.75883	2.16613e-006	20.2715	21.6613	0.632005	0	1.38795	19.7177
0.0115901	7.75489	4.05503	3.69985	7.75488	2.16629e-006	20.2733	21.6629	0.63327	0	1.38775	19.7202
0.0115902	7.75094	4.05539	3.69554	7.75093	2.16645e-006	20.2752	21.6645	0.634532	0	1.38755	19.7226
0.0115903	7.74699	4.05576	3.69123	7.74698	2.16662e-006	20.277	21.6662	0.635789	0	1.38736	19.7251
0.0115904	7.74304	4.05612	3.68691	7.74303	2.16678e-006	20.2788	21.6678	0.637041	0	1.38716	19.7276
0.0115905	7.73909	4.05648	3.6826	7.73908	2.16694e-006	20.2806	21.6694	0.63829	0	1.38696	19.73
0.0115906	7.73513	4.05684	3.67829	7.73513	2.1671e-006	20.2824	21.671	0.639534	0	1.38676	19.7325
0.0115907	7.73118	4.0572	3.67397	7.73118	2.16726e-006	20.2842	21.6726	0.640774	0	1.38657	19.7349
0.0115908	7.72723	4.05756	3.66966	7.72723	2.16742e-006	20.286	21.6742	0.64201	0	1.38637	19.7374
0.0115909	7.72328	4.05792	3.66535	7.72327	2.16758e-006	20.2878	21.6758	0.643242	0	1.38617	19.7398
0.011591	7.71932	4.05828	3.66104	7.71932	2.16774e-006	20.2896	21.6774	0.64447	0	1.38597	19.7423
0.0115911	7.71537	4.05864	3.65672	7.71536	2.1679e-006	20.2914	21.679	0.645693	0	1.38578	19.7447
0.0115912	7.71141	4.059	3.65241	7.71141	2.16806e-006	20.2932	21.6806	0.646912	0	1.38558	19.7471
0.0115913	7.70746	4.05936	3.6481	7.70745	2.16822e-006	20.295	21.6822	0.648127	0	1.38538	19.7496
0.0115914	7.7035	4.05971	3.64378	7.7035	2.16838e-006	20.2968	21.6838	0.649337	0	1.38518	19.752
0.0115915	7.69954	4.06007	3.63947	7.69954	2.16853e-006	20.2986	21.6853	0.650544	0	1.38498	19.7544
0.0115916	7.69558	4.06043	3.63516	7.69558	2.16869e-006	20.3004	21.6869	0.651746	0	1.38479	19.7569
0.0115917	7.69163	4.06078	3.63084	7.69162	2.16885e-006	20.3021	21.6885	0.652944	0	1.38459	19.7593
0.0115918	7.68767	4.06113	3.62653	7.68767	2.16901e-006	20.3039	21.6901	0.654138	0	1.38439	19.7617
0.0115919	7.68371	4.06149	3.62222	7.68371	2.16916e-006	20.3057	21.6916	0.655328	0	1.38419	19.7641
0.011592	7.67975	4.06184	3.6179	7.67975	2.16932e-006	20.3074	21.6932	0.656513	0	1.38399	19.7665
0.0115921	7.67579	4.06219	3.61359	7.67579	2.16948e-006	20.3092	21.6948	0.657695	0	1.3838	19.7689
0.0115922	7.67183	4.06255	3.60928	7.67182	2.16963e-006	20.311	21.6963	0.658872	0	1.3836	19.7713
0.0115923	7.66786	4.0629	3.60496	7.66786	2.16979e-006	20.3127	21.6979	0.660045	0	1.3834	19.7737
0.0115924	7.6639	4.06325	3.60065	7.6639	2.16995e-006	20.3145	21.6995	0.661214	0	1.3832	19.7761
0.0115925	7.65994	4.0636	3.59634	7.65994	2.1701e-006	20.3163	21.701	0.662378	0	1.383	19.7785
0.0115926	7.65598	4.06395	3.59202	7.65597	2.17026e-006	20.318	21.7026	0.663539	0	1.38281	19.7809
0.0115927	7.65201	4.0643	3.58771	7.65201	2.17041e-006	20.3198	21.7041	0.664695	0	1.38261	19.7833
0.0115928	7.64805	4.06465	3.5834	7.64805	2.17057e-006	20.3215	21.7057	0.665847	0	1.38241	19.7857
0.0115929	7.64408	4.065	3.57908	7.64408	2.17072e-006	20.3232	21.7072	0.666995	0	1.38221	19.7881
0.011593	7.64012	4.06534	3.57477	7.64011	2.17087e-006	20.325	21.7087	0.668139	0	1.38201	19.7905
0.0115931	7.63615	4.06569	3.57046	7.63615	2.17103e-006	20.3267	21.7103	0.669279	0	1.38182	19.7929
0.0115932	7.63218	4.06604	3.56615	7.63218	2.17118e-006	20.3285	21.7118	0.670415	0	1.38162	19.7953
0.0115933	7.62822	4.06638	3.56183	7.62821	2.17133e-006	20.3302	21.7133	0.671546	0	1.38142	19.7976
0.0115934	7.62425	4.06673	3.55752	7.62425	2.17149e-006	20.3319	21.7149	0.672674	0	1.38122	19.8
0.0115935	7.62028	4.06707	3.55321	7.62028	2.17164e-006	20.3336	21.7164	0.673797	0	1.38102	19.8024
0.0115936	7.61631	4.06742	3.54889	7.61631	2.17179e-006	20.3354	21.7179	0.674916	0	1.38082	19.8047
0.0115937	7.61234	4.06776	3.54458	7.61234	2.17194e-006	20.3371	21.7194	0.676031	0	1.38062	19.8071
0.0115938	7.60837	4.0681	3.54027	7.60837	2.17209e-006	20.3388	21.7209	0.677142	0	1.38043	19.8095
0.0115939	7.6044	4.06845	3.53595	7.6044	2.17225e-006	20.3405	21.7225	0.678249	0	1.38023	19.8118
0.011594	7.60043	4.06879	3.53164	7.60043	2.1724e-006	20.3422	21.724	0.679351	0	1.38003	19.8142
0.0115941	7.59646	4.06913	3.52733	7.59645	2.17255e-006	20.3439	21.7255	0.68045	0	1.37983	19.8165
0.0115942	7.59248	4.06947	3.52301	7.59248	2.1727e-006	20.3456	21.727	0.681544	0	1.37963	19.8189
0.0115943	7.58851	4.06981	3.5187	7.58851	2.17285e-006	20.3473	21.7285	0.682635	0	1.37943	19.8212
0.0115944	7.58454	4.07015	3.51439	7.58454	2.173e-006	20.349	21.73	0.683721	0	1.37923	19.8236
0.0115945	7.58056	4.07049	3.51007	7.58056	2.17315e-006	20.3507	21.7315	0.684803	0	1.37904	19.8259
0.0115946	7.57659	4.07083	3.50576	7.57659	2.1733e-006	20.3524	21.733	0.685881	0	1.37884	19.8283
0.0115947	7.57261	4.07116	3.50145	7.57261	2.17345e-006	20.3541	21.7345	0.686955	0	1.37864	19.8306
0.0115948	7.56864	4.0715	3.49713	7.56864	2.17359e-006	20.3558	21.7359	0.688025	0	1.37844	19.8329
0.0115949	7.56466	4.07184	3.49282	7.56466	2.17374e-006	20.3575	21.7374	0.68909	0	1.37824	19.8353
0.011595	7.56068	4.07217	3.48851	7.56068	2.17389e-006	20.3592	21.7389	0.690152	0	1.37804	19.8376
0.0115951	7.55671	4.07251	3.4842	7.5567	2.17404e-006	20.3609	21.7404	0.69121	0	1.37784	19.8399
0.0115952	7.55273	4.07284	3.47988	7.55273	2.17419e-006	20.3625	21.7419	0.692263	0	1.37764	19.8422
0.0115953	7.54875	4.07318	3.47557	7.54875	2.17433e-006	20.3642	21.7433	0.693313	0	1.37744	19.8446
0.0115954	7.54477	4.07351	3.47126	7.54477	2.17448e-006	20.3659	21.7448	0.694358	0	1.37725	19.8469
0.0115955	7.54079	4.07384	3.46694	7.54079	2.17463e-006	20.3676	21.7463	0.6954	0	1.37705	19.8492
0.0115956	7.53681	4.07418	3.46263	7.53681	2.17477e-006	20.3692	21.7477	0.696437	0	1.37685	19.8515
0.0115957	7.53283	4.07451	3.45832	7.53283	2.17492e-006	20.3709	21.7492	0.69747	0	1.37665	19.8538
0.0115958	7.52885	4.07484	3.45401	7.52885	2.17507e-006	20.3725	21.7507	0.698499	0	1.37645	19.8561
0.0115959	7.52487	4.07517	3.44969	7.52486	2.17521e-006	20.3742	21.7521	0.699525	0	1.37625	19.8584
0.011596	7.52088	4.0755	3.44538	7.52088	2.17536e-006	20.3759	21.7536	0.700546	0	1.37605	19.8607
0.0115961	7.5169	4.07583	3.44107	7.5169	2.1755e-006	20.3775	21.755	0.701563	0	1.37585	19.863
0.0115962	7.51292	4.07616	3.43676	7.51292	2.17565e-006	20.3792	21.7565	0.702576	0	1.37565	19.8653
0.0115963	7.50893	4.07649	3.43244	7.50893	2.17579e-006	20.3808	21.7579	0.703585	0	1.37545	19.8676
0.0115964	7.50495	4.07682	3.42813	7.50495	2.17593e-006	20.3824	21.7593	0.70459	0	1.37525	19.8699
0.0115965	7.50096	4.07714	3.42382	7.50096	2.17608e-006	20.3841	21.7608	0.705591	0	1.37506	19.8722
0.0115966	7.49698	4.07747	3.41951	7.49698	2.17622e-006	20.3857	21.7622	0.706587	0	1.37486	19.8744
0.0115967	7.49299	4.0778	3.41519	7.49299	2.17636e-006	20.3874	21.7636	0.70758	0	1.37466	19.8767
0.0115968	7.48901	4.07812	3.41088	7.489	2.17651e-006	20.389	21.7651	0.708569	0	1.37446	19.879
0.0115969	7.48502	4.07845	3.40657	7.48502	2.17665e-006	20.3906	21.7665	0.709554	0	1.37426	19.8813
0.011597	7.48103	4.07877	3.40226	7.48103	2.17679e-006	20.3922	21.7679	0.710535	0	1.37406	19.8835
0.0115971	7.47704	4.0791	3.39794	7.47704	2.17693e-006	20.3939	21.7693	0.711512	0	1.37386	19.8858
0.0115972	7.47305	4.07942	3.39363	7.47305	2.17708e-006	20.3955	21.7708	0.712485	0	1.37366	19.8881
0.0115973	7.46906	4.07974	3.38932	7.46906	2.17722e-006	20.3971	21.7722	0.713453	0	1.37346	19.8903
0.0115974	7.46508	4.08007	3.38501	7.46507	2.17736e-006	20.3987	21.7736	0.714418	0	1.37326	19.8926
0.0115975	7.46108	4.08039	3.3807	7.46108	2.1775e-006	20.4003	21.775	0.715379	0	1.37306	19.8948
0.0115976	7.45709	4.08071	3.37638	7.45709	2.17764e-006	20.4019	21.7764	0.716336	0	1.37286	19.8971
0.0115977	7.4531	4.08103	3.37207	7.4531	2.17778e-006	20.4035	21.7778	0.717289	0	1.37266	19.8993
0.0115978	7.44911	4.08135	3.36776	7.44911	2.17792e-006	20.4051	21.7792	0.718237	0	1.37246	19.9016
0.0115979	7.44512	4.08167	3.36345	7.44512	2.17806e-006	20.4067	21.7806	0.719182	0	1.37226	19.9038
0.011598	7.44113	4.08199	3.35914	7.44112	2.1782e-006	20.4083	21.782	0.720123	0	1.37206	19.9061
0.0115981	7.43713	4.08231	3.35482	7.43713	2.17834e-006	20.4099	21.7834	0.72106	0	1.37186	19.9083
0.0115982	7.43314	4.08262	3.35051	7.43314	2.17848e-006	20.4115	21.7848	0.721993	0	1.37166	19.9105
0.0115983	7.42914	4.08294	3.3462	7.42914	2.17862e-006	20.4131	21.7862	0.722922	0	1.37146	19.9128
0.0115984	7.42515	4.08326	3.34189	7.42515	2.17876e-006	20.4147	21.7876	0.723847	0	1.37126	19.915
0.0115985	7.42115	4.08357	3.33758	7.42115	2.17889e-006	20.4163	21.7889	0.724768	0	1.37106	19.9172
0.0115986	7.41716	4.08389	3.33327	7.41715	2.17903e-006	20.4179	21.7903	0.725685	0	1.37087	19.9195
0.0115987	7.41316	4.0842	3.32896	7.41316	2.17917e-006	20.4194	21.7917	0.726598	0	1.37067	19.9217
