Time	I_L	I_load	Ic	Id	I_mos	Vout	V_MOS	Vo_filt	V_drive	Vd	Vc
1e-007	0.0047996	-3.61999e-013	-1.18848e-011	0	0.0047996	0	0.00119991	0	1	0.00119991	-2.73388e-014
2e-007	0.00959867	3.14226e-012	1.04588e-010	1.11022e-010	0.00959867	-1.81e-012	0.00239968	-1.8084e-012	1	0.00239968	2.29755e-014
3e-007	0.0143973	6.65756e-012	2.2104e-010	2.22045e-010	0.0143973	1.57113e-011	0.00359935	1.56991e-011	1	0.00359935	1.31518e-013
4e-007	0.0191955	1.01875e-011	3.37464e-010	4.44089e-010	0.0191955	3.32878e-011	0.00479889	3.32463e-011	1	0.00479889	3.17686e-013
5e-007	0.0239931	1.37322e-011	4.5386e-010	4.44089e-010	0.0239931	5.09377e-011	0.0059983	5.08514e-011	1	0.0059983	5.81461e-013
6e-007	0.0287902	1.72915e-011	5.70228e-010	5.55112e-010	0.0287902	6.86611e-011	0.00719757	6.85145e-011	1	0.00719757	9.22823e-013
7e-007	0.0335867	2.08655e-011	6.86568e-010	7.77156e-010	0.0335867	8.64576e-011	0.00839671	8.6235e-011	1	0.00839671	1.34176e-012
8e-007	0.0383827	2.44542e-011	8.0288e-010	8.88178e-010	0.0383827	1.04328e-010	0.00959572	1.04013e-010	1	0.00959572	1.83824e-012
9e-007	0.0431782	2.80576e-011	9.19164e-010	8.88178e-010	0.0431782	1.22271e-010	0.0107946	1.21849e-010	1	0.0107946	2.41225e-012
1e-006	0.0479732	3.16756e-011	1.03542e-009	1.11022e-009	0.0479732	1.40288e-010	0.0119933	1.39743e-010	1	0.0119933	3.06378e-012
1.1e-006	0.0527676	3.53083e-011	1.15165e-009	1.22125e-009	0.0527676	1.58378e-010	0.0131919	1.57694e-010	1	0.0131919	3.79281e-012
1.2e-006	0.0575615	3.89556e-011	1.26785e-009	1.33227e-009	0.0575615	1.76541e-010	0.0143904	1.75702e-010	1	0.0143904	4.5993e-012
1.3e-006	0.0623548	4.26176e-011	1.38402e-009	1.44329e-009	0.0623548	1.94778e-010	0.0155888	1.93768e-010	1	0.0155888	5.48326e-012
1.4e-006	0.0671476	4.62942e-011	1.50017e-009	1.66533e-009	0.0671476	2.13088e-010	0.016787	2.11891e-010	1	0.016787	6.44466e-012
1.5e-006	0.0719399	4.99855e-011	1.61628e-009	1.66533e-009	0.0719399	2.31471e-010	0.0179851	2.30071e-010	1	0.0179851	7.48347e-012
1.6e-006	0.0767317	5.36914e-011	1.73237e-009	1.88738e-009	0.0767317	2.49928e-010	0.019183	2.48309e-010	1	0.019183	8.59969e-012
1.7e-006	0.0815229	5.7412e-011	1.84843e-009	1.88738e-009	0.0815229	2.68457e-010	0.0203808	2.66603e-010	1	0.0203808	9.79329e-012
1.8e-006	0.0863136	6.11472e-011	1.96446e-009	1.9984e-009	0.0863136	2.8706e-010	0.0215785	2.84954e-010	1	0.0215785	1.10643e-011
1.9e-006	0.0911038	6.4897e-011	2.08047e-009	2.10942e-009	0.0911038	3.05736e-010	0.022776	3.03362e-010	1	0.022776	1.24126e-011
2e-006	0.0958934	6.86614e-011	2.19645e-009	2.33147e-009	0.0958934	3.24485e-010	0.0239735	3.21827e-010	1	0.0239735	1.38382e-011
2.1e-006	0.100683	7.24406e-011	2.3124e-009	2.33147e-009	0.100683	3.43307e-010	0.0251707	3.40348e-010	1	0.0251707	1.53412e-011
2.2e-006	0.105471	7.62343e-011	2.42832e-009	2.44249e-009	0.105471	3.62203e-010	0.0263679	3.58926e-010	1	0.0263679	1.69214e-011
2.3e-006	0.110259	8.00426e-011	2.54421e-009	2.55351e-009	0.110259	3.81172e-010	0.0275649	3.77561e-010	1	0.0275649	1.85789e-011
2.4e-006	0.115047	8.38655e-011	2.66008e-009	2.77556e-009	0.115047	4.00213e-010	0.0287618	3.96252e-010	1	0.0287618	2.03137e-011
2.5e-006	0.119834	8.77031e-011	2.77591e-009	2.9976e-009	0.119834	4.19328e-010	0.0299585	4.15e-010	1	0.0299585	2.21257e-011
2.6e-006	0.12462	9.15552e-011	2.89172e-009	2.9976e-009	0.12462	4.38516e-010	0.0311552	4.33804e-010	1	0.0311552	2.40149e-011
2.7e-006	0.129406	9.5422e-011	3.00751e-009	3.10862e-009	0.129406	4.57776e-010	0.0323516	4.52664e-010	1	0.0323516	2.59813e-011
2.8e-006	0.134191	9.93034e-011	3.12326e-009	3.33067e-009	0.134191	4.7711e-010	0.033548	4.71581e-010	1	0.033548	2.80249e-011
2.9e-006	0.138976	1.03199e-010	3.23899e-009	3.33067e-009	0.138976	4.96517e-010	0.0347442	4.90553e-010	1	0.0347442	3.01456e-011
3e-006	0.143761	1.0711e-010	3.35468e-009	3.55271e-009	0.143761	5.15997e-010	0.0359403	5.09582e-010	1	0.0359403	3.23435e-011
3.1e-006	0.148544	1.11035e-010	3.47036e-009	3.55271e-009	0.148544	5.35549e-010	0.0371363	5.28666e-010	1	0.0371363	3.46185e-011
3.2e-006	0.153328	1.14975e-010	3.586e-009	3.66374e-009	0.153328	5.55175e-010	0.0383321	5.47807e-010	1	0.0383321	3.69706e-011
3.3e-006	0.15811	1.18929e-010	3.70161e-009	3.77476e-009	0.15811	5.74874e-010	0.0395278	5.67003e-010	1	0.0395278	3.93998e-011
3.4e-006	0.162893	1.22898e-010	3.8172e-009	3.9968e-009	0.162893	5.94645e-010	0.0407233	5.86255e-010	1	0.0407233	4.19061e-011
3.5e-006	0.167674	1.26881e-010	3.93276e-009	3.9968e-009	0.167674	6.1449e-010	0.0419188	6.05563e-010	1	0.0419188	4.44894e-011
3.6e-006	0.172456	1.30879e-010	4.04829e-009	4.21885e-009	0.172456	6.34407e-010	0.0431141	6.24926e-010	1	0.0431141	4.71498e-011
3.7e-006	0.177236	1.34892e-010	4.16379e-009	4.44089e-009	0.177236	6.54397e-010	0.0443092	6.44345e-010	1	0.0443092	4.98871e-011
3.8e-006	0.182016	1.38919e-010	4.27927e-009	4.44089e-009	0.182016	6.7446e-010	0.0455043	6.63819e-010	1	0.0455042	5.27015e-011
3.9e-006	0.186796	1.42961e-010	4.39472e-009	4.66294e-009	0.186796	6.94596e-010	0.0466991	6.83348e-010	1	0.0466991	5.55928e-011
4e-006	0.191575	1.47017e-010	4.51014e-009	4.66294e-009	0.191575	7.14805e-010	0.0478939	7.02933e-010	1	0.0478939	5.85611e-011
4.1e-006	0.196353	1.51088e-010	4.62553e-009	4.77396e-009	0.196353	7.35086e-010	0.0490885	7.22573e-010	1	0.0490885	6.16063e-011
4.2e-006	0.201131	1.55173e-010	4.74089e-009	4.996e-009	0.201131	7.5544e-010	0.050283	7.42269e-010	1	0.050283	6.47285e-011
4.3e-006	0.205909	1.59273e-010	4.85623e-009	4.996e-009	0.205909	7.75867e-010	0.0514774	7.62019e-010	1	0.0514774	6.79275e-011
4.4e-006	0.210686	1.63388e-010	4.97154e-009	5.10703e-009	0.210686	7.96367e-010	0.0526716	7.81824e-010	1	0.0526716	7.12034e-011
4.5e-006	0.215462	1.67517e-010	5.08682e-009	5.21805e-009	0.215462	8.16939e-010	0.0538657	8.01684e-010	1	0.0538657	7.45562e-011
4.6e-006	0.220238	1.7166e-010	5.20207e-009	5.44009e-009	0.220238	8.37584e-010	0.0550597	8.21599e-010	1	0.0550597	7.79859e-011
4.7e-006	0.225013	1.75818e-010	5.3173e-009	5.55112e-009	0.225013	8.58302e-010	0.0562536	8.41569e-010	1	0.0562536	8.14923e-011
4.8e-006	0.229788	1.79991e-010	5.4325e-009	5.66214e-009	0.229788	8.79093e-010	0.0574473	8.61594e-010	1	0.0574473	8.50756e-011
4.9e-006	0.234562	1.84178e-010	5.54767e-009	5.77316e-009	0.234562	8.99956e-010	0.0586408	8.81673e-010	1	0.0586408	8.87356e-011
5e-006	0.239336	1.8838e-010	5.66281e-009	5.88418e-009	0.239336	9.20891e-010	0.0598343	9.01807e-010	1	0.0598343	9.24725e-011
5.1e-006	0.244109	1.92596e-010	5.77792e-009	5.9952e-009	0.244109	9.419e-010	0.0610276	9.21995e-010	1	0.0610276	9.6286e-011
5.2e-006	0.248882	1.96827e-010	5.89301e-009	6.10623e-009	0.248882	9.62981e-010	0.0622208	9.42238e-010	1	0.0622208	1.00176e-010
5.3e-006	0.253654	2.01072e-010	6.00807e-009	6.21725e-009	0.253654	9.84134e-010	0.0634138	9.62535e-010	1	0.0634138	1.04143e-010
5.4e-006	0.258426	2.05332e-010	6.1231e-009	6.32827e-009	0.258426	1.00536e-009	0.0646067	9.82886e-010	1	0.0646067	1.08187e-010
5.5e-006	0.263197	2.09606e-010	6.23811e-009	6.43929e-009	0.263197	1.02666e-009	0.0657995	1.00329e-009	1	0.0657995	1.12308e-010
5.6e-006	0.267968	2.13895e-010	6.35308e-009	6.66134e-009	0.267968	1.04803e-009	0.0669921	1.02375e-009	1	0.0669921	1.16505e-010
5.7e-006	0.272738	2.18198e-010	6.46803e-009	6.66134e-009	0.272738	1.06947e-009	0.0681847	1.04426e-009	1	0.0681847	1.20778e-010
5.8e-006	0.277507	2.22516e-010	6.58295e-009	6.77236e-009	0.277507	1.09099e-009	0.069377	1.06483e-009	1	0.069377	1.25129e-010
5.9e-006	0.282276	2.26848e-010	6.69784e-009	6.88338e-009	0.282276	1.11258e-009	0.0705693	1.08545e-009	1	0.0705693	1.29556e-010
6e-006	0.287045	2.31194e-010	6.81271e-009	6.99441e-009	0.287045	1.13424e-009	0.0717614	1.10613e-009	1	0.0717614	1.34059e-010
6.1e-006	0.291812	2.35556e-010	6.92755e-009	7.10543e-009	0.291812	1.15597e-009	0.0729534	1.12686e-009	1	0.0729534	1.38639e-010
6.2e-006	0.29658	2.39931e-010	7.04236e-009	7.32747e-009	0.29658	1.17778e-009	0.0741453	1.14764e-009	1	0.0741453	1.43296e-010
6.3e-006	0.301347	2.44321e-010	7.15714e-009	7.43849e-009	0.301347	1.19966e-009	0.075337	1.16848e-009	1	0.075337	1.48029e-010
6.4e-006	0.306113	2.48726e-010	7.27189e-009	7.54952e-009	0.306113	1.22161e-009	0.0765286	1.18937e-009	1	0.0765286	1.52839e-010
6.5e-006	0.310879	2.53145e-010	7.38662e-009	7.66054e-009	0.310879	1.24363e-009	0.07772	1.21031e-009	1	0.07772	1.57725e-010
6.6e-006	0.315644	2.57579e-010	7.50132e-009	7.88258e-009	0.315644	1.26573e-009	0.0789114	1.23131e-009	1	0.0789114	1.62687e-010
6.7e-006	0.320409	2.62027e-010	7.61599e-009	7.88258e-009	0.320409	1.28789e-009	0.0801026	1.25236e-009	1	0.0801026	1.67727e-010
6.8e-006	0.325173	2.66489e-010	7.73064e-009	8.10463e-009	0.325173	1.31013e-009	0.0812936	1.27346e-009	1	0.0812936	1.72842e-010
6.9e-006	0.329937	2.70966e-010	7.84525e-009	8.10463e-009	0.329937	1.33245e-009	0.0824846	1.29462e-009	1	0.0824846	1.78034e-010
7e-006	0.3347	2.75457e-010	7.95984e-009	8.21565e-009	0.3347	1.35483e-009	0.0836754	1.31583e-009	1	0.0836753	1.83302e-010
7.1e-006	0.339463	2.79963e-010	8.0744e-009	8.32667e-009	0.339463	1.37729e-009	0.084866	1.33709e-009	1	0.084866	1.88647e-010
7.2e-006	0.344225	2.84483e-010	8.18893e-009	8.43769e-009	0.344225	1.39982e-009	0.0860566	1.3584e-009	1	0.0860566	1.94068e-010
7.3e-006	0.348986	2.89018e-010	8.30344e-009	8.54872e-009	0.348986	1.42242e-009	0.087247	1.37977e-009	1	0.087247	1.99566e-010
7.4e-006	0.353748	2.93567e-010	8.41792e-009	8.65974e-009	0.353748	1.44509e-009	0.0884372	1.40119e-009	1	0.0884372	2.0514e-010
7.5e-006	0.358508	2.98131e-010	8.53237e-009	8.77076e-009	0.358508	1.46784e-009	0.0896274	1.42267e-009	1	0.0896274	2.1079e-010
7.6e-006	0.363268	3.02709e-010	8.64679e-009	8.88178e-009	0.363268	1.49065e-009	0.0908174	1.44419e-009	1	0.0908174	2.16516e-010
7.7e-006	0.368028	3.07301e-010	8.76119e-009	9.10383e-009	0.368028	1.51354e-009	0.0920073	1.46577e-009	1	0.0920073	2.22319e-010
7.8e-006	0.372787	3.11908e-010	8.87555e-009	9.21485e-009	0.372787	1.53651e-009	0.093197	1.4874e-009	1	0.093197	2.28198e-010
7.9e-006	0.377545	3.16529e-010	8.98989e-009	9.32587e-009	0.377545	1.55954e-009	0.0943866	1.50909e-009	1	0.0943866	2.34153e-010
8e-006	0.382303	3.21165e-010	9.10421e-009	9.4369e-009	0.382303	1.58265e-009	0.0955761	1.53082e-009	1	0.0955761	2.40184e-010
8.1e-006	0.38706	3.25815e-010	9.21849e-009	9.65894e-009	0.38706	1.60582e-009	0.0967654	1.55261e-009	1	0.0967654	2.46292e-010
8.2e-006	0.391817	3.30479e-010	9.33275e-009	9.76996e-009	0.391817	1.62907e-009	0.0979547	1.57445e-009	1	0.0979547	2.52475e-010
8.3e-006	0.396573	3.35158e-010	9.44698e-009	9.76996e-009	0.396573	1.6524e-009	0.0991437	1.59635e-009	1	0.0991437	2.58735e-010
8.4e-006	0.401329	3.39852e-010	9.56118e-009	9.99201e-009	0.401329	1.67579e-009	0.100333	1.61829e-009	1	0.100333	2.65071e-010
8.5e-006	0.406084	3.44559e-010	9.67535e-009	1.0103e-008	0.406084	1.69926e-009	0.101522	1.64029e-009	1	0.101522	2.71484e-010
8.6e-006	0.410839	3.49281e-010	9.7895e-009	1.02141e-008	0.410839	1.7228e-009	0.10271	1.66234e-009	1	0.10271	2.77972e-010
8.7e-006	0.415593	3.54018e-010	9.90362e-009	1.02141e-008	0.415593	1.74641e-009	0.103899	1.68444e-009	1	0.103899	2.84536e-010
8.8e-006	0.420347	3.58769e-010	1.00177e-008	1.04361e-008	0.420347	1.77009e-009	0.105087	1.70659e-009	1	0.105087	2.91177e-010
8.9e-006	0.4251	3.63534e-010	1.01318e-008	1.04361e-008	0.4251	1.79384e-009	0.106275	1.7288e-009	1	0.106275	2.97893e-010
9e-006	0.429853	3.68314e-010	1.02458e-008	1.06581e-008	0.429853	1.81767e-009	0.107464	1.75105e-009	1	0.107464	3.04686e-010
9.1e-006	0.434605	3.73108e-010	1.03598e-008	1.07692e-008	0.434605	1.84157e-009	0.108652	1.77336e-009	1	0.108652	3.11554e-010
9.2e-006	0.439357	3.77916e-010	1.04738e-008	1.08802e-008	0.439357	1.86554e-009	0.10984	1.79572e-009	1	0.10984	3.18499e-010
9.3e-006	0.444108	3.82739e-010	1.05878e-008	1.11022e-008	0.444108	1.88958e-009	0.111027	1.81813e-009	1	0.111027	3.25519e-010
9.4e-006	0.448858	3.87576e-010	1.07017e-008	1.12133e-008	0.448858	1.91369e-009	0.112215	1.84059e-009	1	0.112215	3.32616e-010
9.5e-006	0.453608	3.92427e-010	1.08156e-008	1.12133e-008	0.453608	1.93788e-009	0.113402	1.8631e-009	1	0.113402	3.39788e-010
9.6e-006	0.458358	3.97293e-010	1.09295e-008	1.14353e-008	0.458358	1.96214e-009	0.11459	1.88567e-009	1	0.11459	3.47037e-010
9.7e-006	0.463107	4.02173e-010	1.10433e-008	1.14353e-008	0.463107	1.98647e-009	0.115777	1.90828e-009	1	0.115777	3.54361e-010
9.8e-006	0.467855	4.07068e-010	1.11571e-008	1.15463e-008	0.467855	2.01087e-009	0.116964	1.93095e-009	1	0.116964	3.61761e-010
9.9e-006	0.472603	4.11977e-010	1.12709e-008	1.16573e-008	0.472603	2.03534e-009	0.118151	1.95367e-009	1	0.118151	3.69237e-010
1e-005	0.47735	4.169e-010	1.13847e-008	1.17684e-008	0.47735	2.05988e-009	0.119338	1.97644e-009	1	0.119338	3.76789e-010
1.01e-005	0.482097	4.21838e-010	1.14984e-008	1.18794e-008	0.482097	2.0845e-009	0.120525	1.99926e-009	1	0.120525	3.84416e-010
1.02e-005	0.486843	4.26789e-010	1.16121e-008	1.21014e-008	0.486843	2.10919e-009	0.121711	2.02213e-009	1	0.121711	3.9212e-010
1.03e-005	0.491589	4.31756e-010	1.17258e-008	1.22125e-008	0.491589	2.13395e-009	0.122898	2.04505e-009	1	0.122898	3.99899e-010
1.04e-005	0.496335	4.36736e-010	1.18394e-008	1.23235e-008	0.496335	2.15878e-009	0.124084	2.06802e-009	1	0.124084	4.07754e-010
1.05e-005	0.501079	4.41731e-010	1.19531e-008	1.23235e-008	0.501079	2.18368e-009	0.12527	2.09104e-009	1	0.12527	4.15685e-010
1.06e-005	0.505824	4.4674e-010	1.20667e-008	1.26565e-008	0.505823	2.20866e-009	0.126456	2.11412e-009	1	0.126456	4.23692e-010
1.07e-005	0.510567	4.51764e-010	1.21802e-008	1.26565e-008	0.510567	2.2337e-009	0.127642	2.13724e-009	1	0.127642	4.31774e-010
1.08e-005	0.51531	4.56802e-010	1.22938e-008	1.27676e-008	0.51531	2.25882e-009	0.128828	2.16041e-009	1	0.128828	4.39932e-010
1.09e-005	0.520053	4.61854e-010	1.24073e-008	1.28786e-008	0.520053	2.28401e-009	0.130014	2.18364e-009	1	0.130014	4.48166e-010
1.1e-005	0.524795	4.66921e-010	1.25208e-008	1.29896e-008	0.524795	2.30927e-009	0.131199	2.20691e-009	1	0.131199	4.56475e-010
1.11e-005	0.529537	4.72001e-010	1.26342e-008	1.31006e-008	0.529537	2.3346e-009	0.132385	2.23023e-009	1	0.132385	4.6486e-010
1.12e-005	0.534278	4.77097e-010	1.27477e-008	1.33227e-008	0.534278	2.36001e-009	0.13357	2.25361e-009	1	0.13357	4.73321e-010
1.13e-005	0.539018	4.82206e-010	1.28611e-008	1.33227e-008	0.539018	2.38548e-009	0.134755	2.27703e-009	1	0.134755	4.81857e-010
1.14e-005	0.543758	4.8733e-010	1.29744e-008	1.34337e-008	0.543758	2.41103e-009	0.13594	2.30051e-009	1	0.13594	4.90469e-010
1.15e-005	0.548498	4.92468e-010	1.30878e-008	1.36557e-008	0.548498	2.43665e-009	0.137125	2.32403e-009	1	0.137125	4.99156e-010
1.16e-005	0.553237	4.9762e-010	1.32011e-008	1.36557e-008	0.553237	2.46234e-009	0.13831	2.3476e-009	1	0.13831	5.07919e-010
1.17e-005	0.557975	5.02786e-010	1.33144e-008	1.38778e-008	0.557975	2.4881e-009	0.139494	2.37123e-009	1	0.139494	5.16758e-010
1.18e-005	0.562713	5.07967e-010	1.34277e-008	1.39888e-008	0.562713	2.51393e-009	0.140679	2.3949e-009	1	0.140679	5.25672e-010
1.19e-005	0.567451	5.13162e-010	1.35409e-008	1.39888e-008	0.567451	2.53984e-009	0.141863	2.41862e-009	1	0.141863	5.34661e-010
1.2e-005	0.572187	5.18372e-010	1.36541e-008	1.42109e-008	0.572187	2.56581e-009	0.143047	2.4424e-009	1	0.143047	5.43726e-010
1.21e-005	0.576924	5.23595e-010	1.37673e-008	1.43219e-008	0.576924	2.59186e-009	0.144231	2.46622e-009	1	0.144231	5.52867e-010
1.22e-005	0.58166	5.28833e-010	1.38805e-008	1.44329e-008	0.58166	2.61798e-009	0.145415	2.49009e-009	1	0.145415	5.62083e-010
1.23e-005	0.586395	5.34086e-010	1.39936e-008	1.46549e-008	0.586395	2.64417e-009	0.146599	2.51401e-009	1	0.146599	5.71374e-010
1.24e-005	0.59113	5.39352e-010	1.41067e-008	1.46549e-008	0.59113	2.67043e-009	0.147783	2.53798e-009	1	0.147783	5.80741e-010
1.25e-005	0.595864	5.44633e-010	1.42198e-008	1.4766e-008	0.595864	2.69676e-009	0.148967	2.562e-009	1	0.148967	5.90183e-010
1.26e-005	0.600598	5.49928e-010	1.43328e-008	1.4988e-008	0.600598	2.72316e-009	0.15015	2.58607e-009	1	0.15015	5.99701e-010
1.27e-005	0.605331	5.55237e-010	1.44459e-008	1.4988e-008	0.605331	2.74964e-009	0.151333	2.61018e-009	1	0.151333	6.09293e-010
1.28e-005	0.610063	5.60561e-010	1.45588e-008	1.5099e-008	0.610063	2.77619e-009	0.152516	2.63435e-009	1	0.152516	6.18962e-010
1.29e-005	0.614796	5.65898e-010	1.46718e-008	1.52101e-008	0.614796	2.8028e-009	0.153699	2.65856e-009	1	0.153699	6.28705e-010
1.3e-005	0.619527	5.7125e-010	1.47848e-008	1.53211e-008	0.619527	2.82949e-009	0.154882	2.68283e-009	1	0.154882	6.38524e-010
1.31e-005	0.624258	5.76616e-010	1.48977e-008	1.54321e-008	0.624258	2.85625e-009	0.156065	2.70714e-009	1	0.156065	6.48418e-010
1.32e-005	0.628989	5.81997e-010	1.50105e-008	1.55431e-008	0.628989	2.88308e-009	0.157248	2.7315e-009	1	0.157248	6.58388e-010
1.33e-005	0.633719	5.87392e-010	1.51234e-008	1.57652e-008	0.633719	2.90998e-009	0.15843	2.75591e-009	1	0.15843	6.68432e-010
1.34e-005	0.638448	5.928e-010	1.52362e-008	1.57652e-008	0.638448	2.93696e-009	0.159613	2.78037e-009	1	0.159613	6.78552e-010
1.35e-005	0.643177	5.98224e-010	1.5349e-008	1.58762e-008	0.643177	2.964e-009	0.160795	2.80487e-009	1	0.160795	6.88747e-010
1.36e-005	0.647906	6.03661e-010	1.54618e-008	1.62093e-008	0.647906	2.99112e-009	0.161977	2.82943e-009	1	0.161977	6.99018e-010
1.37e-005	0.652634	6.09112e-010	1.55746e-008	1.62093e-008	0.652634	3.0183e-009	0.163159	2.85403e-009	1	0.163159	7.09363e-010
1.38e-005	0.657361	6.14578e-010	1.56873e-008	1.64313e-008	0.657361	3.04556e-009	0.164341	2.87868e-009	1	0.164341	7.19784e-010
1.39e-005	0.662088	6.20058e-010	1.58e-008	1.64313e-008	0.662088	3.07289e-009	0.165523	2.90338e-009	1	0.165523	7.30279e-010
1.4e-005	0.666815	6.25552e-010	1.59126e-008	1.65423e-008	0.666814	3.10029e-009	0.166704	2.92813e-009	1	0.166704	7.4085e-010
1.41e-005	0.67154	6.31061e-010	1.60253e-008	1.66533e-008	0.67154	3.12776e-009	0.167886	2.95293e-009	1	0.167886	7.51496e-010
1.42e-005	0.676266	6.36583e-010	1.61379e-008	1.68754e-008	0.676266	3.1553e-009	0.169067	2.97777e-009	1	0.169067	7.62217e-010
1.43e-005	0.680991	6.4212e-010	1.62505e-008	1.68754e-008	0.68099	3.18292e-009	0.170248	3.00266e-009	1	0.170248	7.73013e-010
1.44e-005	0.685715	6.47671e-010	1.6363e-008	1.70974e-008	0.685715	3.2106e-009	0.171429	3.0276e-009	1	0.171429	7.83885e-010
1.45e-005	0.690439	6.53236e-010	1.64756e-008	1.72085e-008	0.690439	3.23836e-009	0.17261	3.05259e-009	1	0.17261	7.94831e-010
1.46e-005	0.695162	6.58815e-010	1.65881e-008	1.73195e-008	0.695162	3.26618e-009	0.173791	3.07762e-009	1	0.173791	8.05852e-010
1.47e-005	0.699885	6.64409e-010	1.67005e-008	1.73195e-008	0.699884	3.29408e-009	0.174972	3.10271e-009	1	0.174972	8.16948e-010
1.48e-005	0.704607	6.70017e-010	1.6813e-008	1.75415e-008	0.704607	3.32205e-009	0.176152	3.12784e-009	1	0.176152	8.28119e-010
1.49e-005	0.709328	6.75638e-010	1.69254e-008	1.75415e-008	0.709328	3.35008e-009	0.177333	3.15301e-009	1	0.177333	8.39365e-010
1.5e-005	0.71405	6.81274e-010	1.70378e-008	1.76525e-008	0.714049	3.37819e-009	0.178513	3.17824e-009	1	0.178513	8.50686e-010
1.51e-005	0.71877	6.86925e-010	1.71502e-008	1.78746e-008	0.71877	3.40637e-009	0.179693	3.20351e-009	1	0.179693	8.62082e-010
1.52e-005	0.72349	6.92589e-010	1.72625e-008	1.80966e-008	0.72349	3.43462e-009	0.180873	3.22883e-009	1	0.180873	8.73553e-010
1.53e-005	0.72821	6.98268e-010	1.73748e-008	1.80966e-008	0.72821	3.46295e-009	0.182053	3.2542e-009	1	0.182053	8.85099e-010
1.54e-005	0.732929	7.0396e-010	1.74871e-008	1.82077e-008	0.732929	3.49134e-009	0.183233	3.27961e-009	1	0.183233	8.9672e-010
1.55e-005	0.737647	7.09667e-010	1.75994e-008	1.83187e-008	0.737647	3.5198e-009	0.184413	3.30507e-009	1	0.184413	9.08415e-010
1.56e-005	0.742365	7.15388e-010	1.77116e-008	1.85407e-008	0.742365	3.54834e-009	0.185592	3.33058e-009	1	0.185592	9.20186e-010
1.57e-005	0.747083	7.21123e-010	1.78238e-008	1.86517e-008	0.747083	3.57694e-009	0.186771	3.35614e-009	1	0.186771	9.32031e-010
1.58e-005	0.7518	7.26872e-010	1.7936e-008	1.86517e-008	0.7518	3.60562e-009	0.187951	3.38174e-009	1	0.187951	9.43951e-010
1.59e-005	0.756516	7.32636e-010	1.80481e-008	1.87628e-008	0.756516	3.63436e-009	0.18913	3.40739e-009	1	0.18913	9.55945e-010
1.6e-005	0.761232	7.38413e-010	1.81602e-008	1.89848e-008	0.761232	3.66318e-009	0.190309	3.43308e-009	1	0.190309	9.68015e-010
1.61e-005	0.765948	7.44205e-010	1.82723e-008	1.89848e-008	0.765948	3.69207e-009	0.191488	3.45882e-009	1	0.191488	9.80159e-010
1.62e-005	0.770662	7.50011e-010	1.83844e-008	1.92069e-008	0.770662	3.72103e-009	0.192666	3.48461e-009	1	0.192666	9.92378e-010
1.63e-005	0.775377	7.55831e-010	1.84964e-008	1.92069e-008	0.775377	3.75005e-009	0.193845	3.51045e-009	1	0.193845	1.00467e-009
1.64e-005	0.780091	7.61665e-010	1.86084e-008	1.93179e-008	0.780091	3.77915e-009	0.195023	3.53633e-009	1	0.195023	1.01704e-009
1.65e-005	0.784804	7.67513e-010	1.87204e-008	1.95399e-008	0.784804	3.80832e-009	0.196202	3.56226e-009	1	0.196202	1.02948e-009
1.66e-005	0.789517	7.73375e-010	1.88324e-008	1.95399e-008	0.789517	3.83757e-009	0.19738	3.58823e-009	1	0.19738	1.042e-009
1.67e-005	0.794229	7.79252e-010	1.89443e-008	1.9873e-008	0.794229	3.86688e-009	0.198558	3.61425e-009	1	0.198558	1.05459e-009
1.68e-005	0.798941	7.85142e-010	1.90562e-008	1.9873e-008	0.798941	3.89626e-009	0.199736	3.64032e-009	1	0.199736	1.06726e-009
1.69e-005	0.803652	7.91047e-010	1.91681e-008	2.0095e-008	0.803652	3.92571e-009	0.200914	3.66643e-009	1	0.200914	1.08e-009
1.7e-005	0.808363	7.96965e-010	1.92799e-008	2.0095e-008	0.808363	3.95523e-009	0.202091	3.69259e-009	1	0.202091	1.09282e-009
1.71e-005	0.813073	8.02898e-010	1.93918e-008	2.02061e-008	0.813073	3.98483e-009	0.203269	3.7188e-009	1	0.203269	1.10571e-009
1.72e-005	0.817782	8.08845e-010	1.95036e-008	2.03171e-008	0.817782	4.01449e-009	0.204446	3.74505e-009	1	0.204446	1.11867e-009
1.73e-005	0.822492	8.14806e-010	1.96153e-008	2.05391e-008	0.822492	4.04423e-009	0.205624	3.77134e-009	1	0.205624	1.13171e-009
1.74e-005	0.8272	8.20781e-010	1.97271e-008	2.05391e-008	0.8272	4.07403e-009	0.206801	3.79769e-009	1	0.206801	1.14483e-009
1.75e-005	0.831908	8.2677e-010	1.98388e-008	2.06501e-008	0.831908	4.10391e-009	0.207978	3.82408e-009	1	0.207978	1.15801e-009
1.76e-005	0.836616	8.32773e-010	1.99505e-008	2.08722e-008	0.836616	4.13385e-009	0.209155	3.85051e-009	1	0.209155	1.17128e-009
1.77e-005	0.841323	8.38791e-010	2.00621e-008	2.08722e-008	0.841323	4.16387e-009	0.210332	3.87699e-009	1	0.210332	1.18462e-009
1.78e-005	0.846029	8.44822e-010	2.01738e-008	2.09832e-008	0.846029	4.19395e-009	0.211508	3.90351e-009	1	0.211508	1.19803e-009
1.79e-005	0.850735	8.50868e-010	2.02854e-008	2.10942e-008	0.850735	4.22411e-009	0.212685	3.93008e-009	1	0.212685	1.21151e-009
